title,url
Engaging the crowd : studies of audience-performer interaction,"https://scholar.google.com/scholar?start=0&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Human computation tasks with global constraints,"https://scholar.google.com/scholar?start=0&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
"Emergent, crowd -scale programming practice in the IDE","https://scholar.google.com/scholar?start=0&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
CrowdMonitor: Mobile crowd sensing for assessing physical and digital activities of citizens during emergencies,"https://scholar.google.com/scholar?start=10&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Analyzing crowd workers in mobile pay-for-answer q&a,"https://scholar.google.com/scholar?start=10&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Bootstrapping personal gesture shortcuts with the wisdom of the crowd and handwriting recognition,"https://scholar.google.com/scholar?start=10&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Examining crowd work and gig work through the historical lens of piecework,"https://scholar.google.com/scholar?start=10&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
""" Why would anybody do this?"" Understanding Older Adults' Motivations and Challenges in Crowd Work","https://scholar.google.com/scholar?start=10&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Cascade: Crowdsourcing taxonomy creation,"https://scholar.google.com/scholar?start=10&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
WearWrite: Crowd -assisted writing from smartwatches,"https://scholar.google.com/scholar?start=10&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Evorus: A crowd -powered conversational assistant built to automate itself over time,"https://scholar.google.com/scholar?start=10&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
Warping time for more effective real-time crowdsourcing,"https://scholar.google.com/scholar?start=10&q=crowd+source:%22Human+Factors+in+Computing+Systems%22&hl=en&as_sdt=0,14"
